timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn,is_anomaly
2024-09-18T12:55:02Z,192.0.2.96,203.0.113.114,31757,8333,ba81d5991ae36e9eeb575d9729b99a1dd7284d078a79ed138a448e4c49ce906e,35cz4e6EAtbtxgTqq3S9NTmVhSfP5ADsBu;3sDsKeJjfssMaVciVqjWLNYkG9mvuMsjw6;3C9WduvmGbTWSX18Nxbs1iTvWMFv6bKEDE,3h2qkiUYG7mvpyT45aUdKLB28f2Yhguefc;bc1v5eyu8ud6j9dxj547pd7kkhqv2armghwkshcxap;1pczbfPAHjd2JKPhqpt6MH7DubSyPaUPur;bc1gmz5q3d3xrv5wxry7xkxwujwq7lncvrvdpunc3k,20.78825854;36.77457759;34.21082677,30.46894682;4.96087472;43.16389688;12.93331775,0.24662674,P2PKH,JP,AS65037,False
2024-09-30T22:03:49Z,198.51.100.27,192.0.2.17,22137,8333,36b58f678daf1c0247953a6161efbb923a5d486090c3ca669a42a47fc22d3c69,3adTynaoERgpESNjELU3nDhMz7hshg3UvV;37ZyS6W3Y7uQpHkUs2DKGcEY4havLFQuav,3FX68VBahuRewi3yEu4nFJfcRMwnjfrzH6,21.17654499;24.43272541,45.47550649,0.13376391,P2WPKH,RU,AS65174,False
2024-09-09T19:29:58Z,203.0.113.153,192.0.2.174,54510,8333,6ac122b1a93ae6df097b8d176ed653cf93aae0afb6a224fe3114b79a2f1ee8b4,1fLdEok4zdMKthzh9Lu3KvtWwDTghnqezg;bc1puq7v8qycnrjfrefpfecy2ghsd7znv6nvqk56f2;bc16w92d4fuhprdk2ej5vwkf9ge7vm23exc8n0k8pt;1aru6Jn4aZGp4c5jp6MUQsgCTi2auxW1wn;bc1zjxk7ruzxxr93cwshegduhhrduft3l5qtld2mcx,bc1cmh84nvvt3fkch40ps3et7npu4f9pqsh2lhd7jl;1V3mGAJRzArwzADaqmAsDpsmwgHya6mJoZ;3UquD2W8K7BK6jWFjsZjnzYFLd76qSZRVi;31n6ADWz3EV8ztzjKnbeGN1BAs8zRRZCVF,19.92685881;46.06761852;32.51746782;29.98559331;7.57373755,62.99583529;11.61811819;28.39102542;32.45062037,0.61567675,P2WPKH,SA,AS65069,False
2024-09-26T03:02:06Z,192.0.2.35,198.51.100.173,4555,57954,8b081bcc3ea191364a93e7edc693e90018f65ba82b5e799d06ee95ef27ef71f7,1bTzoeE3FGQngcbb2eoknqw4MTvkrvCevx;1Pf7AfbLUFgrwg7hL8522nLLxuaobKYoDa;bc199w97x077t0wa260dqn4gq8e4jaupfz6szn5pjw;bc1xx5780xvwwkk8sr6husu75qxqfpgxasnan0f36v;bc19gc2rkfmgdvw7cq86pe5jjkls0jthhjvrcnpyzk,13wkqnmsBCfN6ecGzZauiQMQaToHCRkTGL;1DKcHP4ZqGyLVL6TBynuyiJUQwfRFDp5QB,8.69868902;3.76483669;35.82482992;35.97871388;22.11127458,50.64330373;55.41021121,0.32482915,P2PKH,CH,AS65166,False
2024-09-11T22:48:49Z,198.51.100.238,198.51.100.10,14062,8333,530988f02347f2586bc8a92ded58b207ff0861fe0f1eb34839d965dbbc1ce6f0,3oFH4m823bDz4tKivQcG8FCLNxKESdUuvd;bc1rgzyx73e49acnqgxujlw6hu589c6sj67kweuvrp,bc1wd3dj9zwc8fjp4nx4yvu9fh0dcp9chk2ns87q46,32.93271681;15.82603409,48.71692994,0.04182096,P2WPKH,IL,AS64633,False
2024-09-19T03:55:20Z,192.0.2.94,198.51.100.209,13691,8333,0ac31af111aafb6aae345716b1e7bb899f6a342d84a1a86adfd1e046362ec422,bc10wgdqe4c9vepths2l35cr3zqguh3dunhluh0y2m;bc16s5j3kw5zg94ymnc4tcq3nnrcm84d86t5659lhs,3Tku5MrG6nTvTwo7tWa2SGUEZ1E1Cz8SUP,34.74471360;26.10168037,60.77800170,0.06839227,P2SH,AE,AS65281,False
2024-09-22T00:10:40Z,198.51.100.198,192.0.2.163,2994,8080,57bba9b845785b416f1f94de9825cec7bd9719b06363354d96af3985d28508d6,3XbAv8UaCPeUixUvyjvefBHurrDzqpaP82,1p65Jhh7vBNoXrgCM1aoeHDiDavKnWcsJE;bc1d385eqly5ad0m4tzf8mpuxakna3cpvha0ux5ze8;338JnQg4yd39AXSBirSdU3RA8RmzA7rEZc;3kNbpCGKTwT7iJkikxwfMDERQwbB1MxiVA;3BPotWsYAuspMcuumCq7RuvrCLcVnpN5cH;bc14947xt6ne20auxznkf9rjatwlnvv795adjdfyqy;bc19ya6dsqcmt8ege63n4t6zqc86qvwfevlueq3qty;3FfWChjbz2MnHBZv8YJVb7QoL6xgHpXpyg;bc1c2hhxuhalhqz5nspukuygktplncuensdzh7lpjx;1EcTvZS7NFvXSUHoSDAnZc8eHUsZcayx67;3Af2qG2u7xGgSYWusx8LsspKArXERszshK;bc12lg7y92nhsapqyk3q0arv4z7jru6ep4rg245m9a;1tFHzLZTjLLRiPxNUwRD8aWzJTy3zLkBnp;3cJxGjjpFiQ4RzYYWUhS8UT5WhDCAt16dX;1SicVMd4gamCPCFi8feMAZvBAoh7wmENBw;3nJLV8R8P9Mq4vHC4goMqQg1Ga2azjDgDt;1LLi4rVV67RPUkgUodaD5vpYNscHzp11py;1SocR56fafZtgD2DQEdPkUHNPvVpkHBimi;16kzamsLqVpRwsG2az4KHzEgffer7Mm8e9;3Ljbr9hFZ7TmHQkZDNK6L3Ca1qaKfQmqXz;1Yn2jECgvmvd6v6LFw64pc8r4aW1woPTwK;bc13au7phc748ln8ptjvt9mhgy3vycpyyfqjr7z08y;1z4mEdGFntTtpo7LH543f9EWTEkHreQhG1;1Yk5vKKAu21rp6wYEiSwFf136yZVCgzDUK;3zdDf3Jbm6pNQ9dyRa6dg8T1YShEyK2wwK;bc1gfrrzfmdts5fm7v9mves9mqw4xewkavv2swaxgg;bc1exdr8c0e5ch4qk4s0aj6t748vcqnj3hpw0x4xl6;3gzxz8QaczPbwmApWVKNDLLNBPTfuWbK37;3tyJewBJ6NRVA8YtyJusYAGTpy1qPjnN1A,246.61237970,11.37762115;16.09703200;5.14218933;6.96278163;9.53534646;8.63615800;15.68627914;6.41873898;4.94228536;4.95768615;14.71746025;7.63914629;9.77463893;5.21764395;10.97366230;2.45089559;3.67834988;13.81488223;11.74297811;4.29960233;3.35651975;10.11636305;7.99701337;7.94483373;3.44551147;14.95562775;14.52065598;4.20493258;5.09580445,0.90973951,P2WPKH,AE,AS64693,True
2024-09-12T01:25:31Z,203.0.113.238,203.0.113.231,52433,8333,c2dc1fc24749c080d45bb8d646eb56d6346eb725fb6391a8547e1d889937875c,32s4sU1wLULyVdahC1pcbwVJJPZfSi2Qgq;3ERRQusP9dTBbQTsXBrCKrGGiQLhaEqahR;bc1vy4htew2hvslqfehe83ssc7dyvdk8736jxv4gz7;bc1zxk7zwt4tq42xdj2qv86j5jvt5rc8z2rcghmhpw;3wXUu656X5FWJ9L8xETamwKxp8YJZ6BViU,316VrXgvGBkWAGQJaFFQ296t48o5MfHwwt;17cgJhutB1c2e7jsiku3Byo166N5wtVVJ7,19.11227439;1.87539387;37.02474664;21.81639646;24.35811811,52.47462135;51.48060665,0.23170147,P2WPKH,SA,AS64771,False
2024-09-29T15:38:20Z,198.51.100.28,203.0.113.98,38404,8333,8a5cca514a5994bb84263797db4cfa93dcb16c5c9938c5b0b4d4908ca1618676,3uRSgviPHM4gzfknKvx89RQkx2BGCHxPjF;bc1euhlkyn4wtr2h32vtmt56zx9rrtz5vprmwq23fl;3GZofiWK2BBW8XpBQuhPaBTU8cAHA72Zqa;bc18nrvnflnxjehfhyr8c9q340pd7264zpxksruq58,bc1586ltxtckfspclv2lnmauvcckhdfc8u0gdzxdgr;bc1d9q654k5v4hu59eqd562mqmvddk4fdyvk8rtyq0;1rbywqG9rP2KWzEuBdt96jYPaSv3UJGWXx;1Syrn4vTWjK2M8QFEp9Jje8vsGXA9fLrW9;3YnkoPbrYPVR2EC6NSRRw13SAFP3erPhW3,42.33066075;17.76376047;2.62363002;46.20838751,33.53193797;6.39027833;27.26551077;17.98085078;23.68503633,0.07282457,P2WSH,IL,AS65360,False
2024-09-09T17:50:07Z,192.0.2.40,198.51.100.25,50682,8333,6723a427076635e6f932b17bb78e274e3245980fd5a8bbf537c7fd9f53651f41,1jC2zsYho5iUFaVSyzzD8GiLNLgTXT9DaV;bc1yt9u38at2z2lcysrpmjujkayqhmly9wzzm6krgu;1yCKFaeSN88ZiEBxJb5haTYxJ6xgnJNE8K,3uFvsgfZiorsFJP9s8tVFedL4J6FcfQdrn;3aQnVrpYaXuccVePND8vpaxVVpfsENdbiv;1nSFcsXecZPRJ8cpRDGukAugcRATbM8zMv;3JAu5gahQN5znAusXZCkBFaPHkknHcRc5p;bc163jfnt807fncuk72hnywshdmujpkl2zrvtmj5d2,1.54604229;13.42981826;33.41332990,7.39178766;10.95672426;9.94096737;10.86310053;9.00707326,0.22953737,P2PKH,US,AS65350,False
2024-09-12T22:12:10Z,203.0.113.100,198.51.100.163,38114,8333,0d5baa08dbff2f050efaa73f05c6f737b96283912d11fa806d1feb947a498bf4,bc1c4mlg9637utll3ya04aqyfpxf4efzn56nd6j4pd,3quLvzBMwqoqE73UT6muat68eHsdD2FLwc;3oSjA9RmGUJfqWZoVoyYeWWQ4QoL8vuLdS;bc105ldnguzupjwxl9405850e3w0mncr4dhq79lda8;bc1pw700awx0j5hu6wwvs009jhuyj8y4pmt9ga664q;1i3keUt5rA3bPeaeBZcSSzDFRBxdiYWJu1,9.07916673,1.35179533;1.24779535;2.37238228;1.99146399;2.07762437,0.03810541,P2PKH,KR,AS65248,False
2024-09-17T02:15:26Z,192.0.2.41,198.51.100.66,15441,8333,c2762c0020755d81b7688a7f7d191a96f1b478bcce5e85402628579b4d04beaa,bc1uszun3p0n8u3qw25rqg2vfrc5mszq3skmztq6y0;3Yxbore4oauJubt5CTHHvQGDd2ZuXastVt,3bJxfvihsy5eHXMuwJoWNYFWttWf2LDdJc,8.64136946;20.29431346,28.88198056,0.05370236,P2WSH,AE,AS64810,False
2024-09-03T13:29:58Z,198.51.100.147,192.0.2.91,61467,8333,768c3fd260ccab7cf1a3b84fd7bdefa86fa59b812621df00539e726dc35f546e,1ayWX3ZPZnN2RTLhmUM9ceaJcxZTomvvNd;bc14uglwj0u8fpjn755maxwjjvzxxfnknmc6ce0erf,3epZsYzSiEFGnb4JWPXUtocid2VQaTQSA7;3DoK83LWtpqWmgUvUJr1vFcdRXadp68bCz;1uiQBNYJU1Mbs4uUNJTBNppMdVEiqzFBPs;16qM1jMVTvyrBXioySV4sM12XAgXWXyopS,35.49251151;10.74279381,13.23725028;6.06678919;13.42562587;13.41810432,0.08753565,P2PKH,IT,AS65111,False
2024-09-11T11:47:28Z,198.51.100.223,198.51.100.153,44018,8333,c720da6d2c504ed103407232e3ef40ad15d9259750da6b03e53f8cb8f466d562,bc1neycs34y3us9uxn8l5d4tl8ewqv7ev2n5qyyytz;3JRyFkQ9YGNrviPBpe1gpBaVTECAB53QFH;3k3Thbnp5fCpXR5Uf1qsA95LyPiEbPT27w;bc1aswkhp3esv4lpye4l2ulj2cv7rx93yawuzsqp0g;bc1szm5p7rax5cqq3anvze9me36ff2y2slqv6c5xa9,bc1hd0jluqt0hyqec7cmn28hlyvhrzdpuc78ul28pc;3Pcgrk2EV7fMjiF5rz2ZHwHx8hjutQ7HiZ,29.82572597;12.28839192;19.81012965;0.63361052;24.91011027,63.80113626;23.46486440,0.20196766,P2TR,TR,AS65304,False
2024-09-29T02:37:31Z,198.51.100.101,192.0.2.33,7247,8333,4cc835dbdfd0e556d01a7010b6ee9fbfb7d16cebf83832c4a2abccb51acf7cb8,3Zq5XizNVjt4skotnXUYgipUc4ws1QUkwV;15SuVYMcGLZXvXUb96iULqjQCkm9sHqJyK;3qzo1D68ue34Gjk9MYfasEtbSJUrks5AdF;3Y8E6GYN9mtKZMycuXsuArCyxx7Q8tLX6G;3a73cDBbyFEyr2EJ1AUgYJiJh6RNM9AKhx,3wsGNAQbPu1GHCiBUbGQhF4rZGVH3L5qCF,46.72712770;15.71575622;1.41309401;26.16133436;20.19146131,109.77518794,0.43358566,P2PKH,IL,AS64784,False
2024-09-03T00:56:21Z,198.51.100.212,203.0.113.68,40795,21667,036a548037c9cd6efff77edd4b21c1e8222cfcc5cdc63e2323d11455e83cb8b9,bc15uxyauntkcm3h6p60t2gh7r2n4cvpee0utx72cf;1vagoj6CiE1gMz3zW1ziy8894oZGMuu84R,bc1atd6sr5sx2cr7u2zdaj3lgc4ruhdxccdpduzq3v;1Au62q7szVRxNGG1EMWg672P7f8MrK4moP,34.80176870;22.92981534,49.96572529;7.57335609,0.19250266,P2WPKH,PL,AS65041,False
2024-09-21T08:12:18Z,192.0.2.233,198.51.100.19,64766,8333,7ea5e01d1a2102b17f6e642868b8ee61395775a60a1668f476fc30205cced910,3MfQ3prkTk7tGSKz9EHqqRidaCuiNxLdfQ;bc1wq92tkv74vw9kduszmyz8ehzvh6tuv6v4stv8mk;bc1l4nwc2hltute6zexxg4kj4d42xkaxypc9383q9a,3Lz11y1H7Uxc5B8rmTKN2UQKW8Z5StAc5k;3FubSNgyFZvBBH8aYKMZf7pR8jjQJxYn2y;39jjcRHDdEBmeqVQN3r9pcd3XMbPpFLCfP,13.23808805;12.80272436;10.61305607,20.67143607;10.25763880;5.59541801,0.12937559,P2WSH,ES,AS64594,False
