timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn
2024-09-19T13:01:57Z,203.0.113.67,192.0.2.180,41509,10065,c351f842e8388c45fbe861e6296439232b474e89ad14def978e1765285f44312,1ui9jthne59TQZUeBJLs2y4VWp9vW138tG;bc1s3q2yhafezpa6dn8m4cdegmqfkhx33x730aqu74;1NbygVC7VPgzyzS98srkdYZU5hh18xcgz6;bc1jm0g8lmpdz760dsyfdremncr38y6de3rxn0pwzj,12K71YkNNLLm9PWn8nPipWBFaVH1TBot6W,20.13990384;6.95758716;15.48481976;34.45689664,76.8906914,0.14851601,P2WPKH,IN,AS64806
2024-09-04T05:44:16Z,203.0.113.182,192.0.2.168,47781,8333,e4cca3cb75ed0863c81b5831f1b4144729205aa7ad13e9300ee0f73ce3928274,bc138028e9npmz3cp5jwca2a7cu6v837y7cc0aaz2m,bc18r3sa0twtvajwwx3y69rduyfs9qypz0vjphgjee;1WrmCMQvooGQJN61iBuBfwCRna3aM1qM1X;1QaBzPLt8Vhx61VJQMvcTrLMurQ4cDrChK;bc1ahmlxfsmh4knyqh639lc6vhj4fp24cey60twpxq,13.10260963,1.80683640;4.22209018;3.33006392;3.71668487,0.02693426,P2TR,BR,AS64814
2024-09-21T06:52:52Z,203.0.113.85,198.51.100.242,64189,36366,93614ff36d9c1ab4e65d6bc087add04f32622bb99743524b32e0edb9b74b5755,bc1cv3xzwffxz3rhx2cagnwtjzhfzxmnp7677myh0q,1zryQqXqMBBaGhMBhEowDPpZXyRRn6VZXy;37bjiXMkvZxwDUa9Dc9hCqCVsJFRcTupNe;3EtNeSRHs8o8ZwjLGd8Q6Z2erRFWVctL6U;bc1xj2ju6wt5lykyr4g02lpcjqfcx6cfcgzd5jlyqq,22.30362959,6.65173762;5.26257853;2.82178097;7.55497623,0.01255624,P2WPKH,JP,AS65528
2024-09-22T15:45:35Z,192.0.2.203,192.0.2.7,2660,8333,e56b73a06da97df75326de9978274d92b2e63377992d869227c89d4510f8f68f,1QRgv4VABwJ8P3b86ggaxaMQqfX6ztMUhY;31wMHcnQWq2cBYha8nVZFuPunLff35r4VL,bc1ucxnu6lvyt3vrh52ny6wdr38hkr45gn5cwcp4q2,5.49181472;13.94278348,19.3530707,0.08152751,P2WSH,IL,AS64873
2024-09-13T16:21:29Z,192.0.2.204,203.0.113.71,39918,8333,99d11f107281835f448bf241e84943f7a3b06b0a162011f2e2f4cb7cd9a9c0c1,3x8RHJ9hjAdRHL6pq4TZiNEtTssoUcVq97,3Eo8PiTnrPNQx5myBx8m1XMbsrnQKpC7Fo;1u4t95aiyxxF2mUkXMozUFQCKZZ8cXqRRV;1A9okdS8CaSBXdS6BS6UUni9BUGuwUgcar;bc1zylc7863ssqhp6thvf3wjqyd5tv6x3mk7mqlfwl;bc1yxx97t0zvydd7z4pd9wutj24ema06hdwf96jqw7;bc14aprjtpgz5h3f00yrenfqc7t3v2uprlmacvx4va;bc1etatpz05nr28v98td5gyc0ej3jw8gkzsd33d9eh;1EKjuLYuk1rNjRVUma3i6pn2KuamPDjhcJ;bc1zmuzzezra60qyhcl73xq9v23rdpz6l3pml9uwt8;bc1pdus72vu98hm03zsxafglarw4wcvggzfssx43p4;1L2YkfD26Lrb4BvcY7daK7YaXghFsGyRsd;bc1lzc09kgtlchyz3erypmx7gwuecnsxetp52wjgnn;38my7vEESsnc5tRQUCFxpParfrN5pSShwc;1pqgXQURX15XXELmxgDPuLkMdEkaL4oUiL;1mA82QZQqnM286Knvgqi5JWqcpLA68jaVQ;1ZM6h8FCom2BTMimqopX9SPZ5Eg46MhmHs;bc1sy7p0w7zwly7h9k4zjn2agajkefklzgnfsr9uqx;1oY3Tw5svG2qckhkAiWv6AqzQoyFeBt8gB;bc14xzvh79lpsyz5eyh4mf6gqmtuffgshxh722334n;bc1ln95cz23jfnk4n62fgu543xkqat7d7c45sx4dwl;bc1f7x7q3n8a3kacjy4httt3hemasv3p3t2s3vske0;11qND4zHjgac75iCjWwqpPiF2uYrk1yRN7;bc1hjku7a937p9ms699cpf0lvsvjvmxqlsjqn8xjsj,197.8049602,4.56445040;13.53738409;12.06080324;6.32544120;10.16322055;11.96977165;12.91693452;8.27694317;9.39066285;13.44648257;7.01920289;2.12259007;7.90002752;1.40157108;6.10875756;12.82938069;7.36887463;5.00765897;11.64978482;12.57063622;9.25369207;2.78585803;7.30917084,1.82566058,P2WPKH,ES,AS65126
2024-09-01T11:06:16Z,203.0.113.31,203.0.113.37,57836,8333,760e2c55899a5154d1da15d0c2c965dfa64fd96af8c757d2b0268aebb8ff7bc6,316xcX6gBxhg784fVcj7QyR5yf5mtJVr9Z;3uxFTBW9t8YB28cZXmuSnHvSeUHZuNX4CR;3SusfZJLbwtBtfmsvEnuGEEnckfuFczzD6;1F87X461nPHJuATjeEfn84XLAN9r7aJx26,bc14vx4uhl7c3g63yfehhl84q46lumqcxc23d34k7c;3wu8AA5x3MULnCTzfs9oDJoE92MAP8rhyN,14.80483634;6.69001019;31.00819316;0.74210974,23.35919444;29.69149983,0.19445515,P2TR,GB,AS65534
2024-09-29T09:14:38Z,192.0.2.212,192.0.2.176,39515,8333,243b8d9f5d4a2e5acc998a00287b2fe042347822760fa71efb640e7aae8aadaa,bc1ermqtgnx7kdhaezn6tdt79ylnpjy2nzmv39fuun;3jeYRQ3uRgZzA6pKxKNi7j7udeX3ZJAjkT;35LPfAQimFwBoBTE5odFzSQKTt9vGPYhdE;1QPnse5WzA6JGB5fY6JMfjDnph9j2Sv6NE;1xocztjYoNzT3SeKoExWCm8EcNfK4UDFCt,1ysLWS7VyGxgX8WHKanEX7g5Vf8LYjxkGP,6.09034259;46.05078737;41.20319726;2.26136436;15.11956802,110.2904633,0.43479629,P2PKH,PL,AS64923
2024-09-21T09:28:15Z,198.51.100.249,198.51.100.78,35507,8333,4efea37514a1904fe2462d63f7ed2f65f5269e8e1250694904cba4c9fcae47fc,3jR2XwSezUMjNSWBpUDFc1BxCFB8zZfs9t;3M76NeNfq4ZLr3wwvZG4zepBgJDmQXUMad;bc165csukzc2hvam2yn8h69t5v8w370taslwt8sx54;13k3xxEfydN8TnVFkeq74X2GKvZ8JqqYZ1;3pzAnYo29fapA5QJ6ojHiVUkg7JV1q4Tke,bc19smnrr78pqx33lgwnwwa5ap68aahkt5uqn8fm0w,39.61229169;9.90817720;46.07335652;7.28554215;42.97607202,145.6547036,0.20073599,P2TR,CN,AS65488
2024-09-01T04:56:10Z,198.51.100.44,203.0.113.99,18546,14994,c0a1ac60b38af1d8f818e3e88c3ed5cec1812303978b357492f56901c9ffb45d,3wWNEPLFJxz5KCC6JhSV8AsSED7CVqYZZF;1nJCRu915jvBBkNW3wjoado6pg8AHsL686;36c4Vees4vWmgvsj9Xx8bBLLCoDA7CdiJN;118V3d8xQ4CThgXzL2wLcGPNeHXvSForCU;1KZRN1uhY34Zyhcit7fwx4wNodyXhxgNZk,1GvWdVc3YrBYbX4GrG2Vufe6WjuezSXG3D;1CBqtwB4qibtcsfsyixd3kPQdKxPomARHh;1FA8SzNHuvHnPuLd87XR5ggYSquw92Bhba;3mvk82XtcFfETKUEViJh9RF3geApF1JdS8,28.62684402;6.68786932;48.00963559;16.30746479;4.44980534,26.58102251;26.50294818;23.04425758;27.82125036,0.13214044,P2WSH,NL,AS65289
2024-09-26T03:03:43Z,192.0.2.181,203.0.113.251,12745,8333,401eba53bb3540608b287487809444a25d4adabc357a6e8dcd031516b5b75ce7,3g2SYAqRRCn82iWAU5Yqy35B165hcw7KX5;1EYQcmM1fx7rxywfEbEnQ8LD2d3PMgbDMP;1WiBHrPjcs7Hs2bTALhHRmYSs4TeUrNSuT,3zkD5VMadM47k59HQSJGHjYtq4V8N8dUx4;1XgToSSL5Xw32Rhi3Zp3mfKeN5tu8kJF2H;bc1xsrnmx6sxsjvlvwxk0d99at7y0g240u45cyhp9w;3ZjYc6NGtLrAGeb7zpVAnqVHzbX6eG7w5t;34kDPUzkwyGBbVpjAopA4PBTGYfR9QmPFL,7.60137210;1.67746521;12.32954406,7.69614342;1.43647835;1.76492186;7.88875641;2.78070796,0.04137337,P2SH,ES,AS65466
2024-09-13T16:35:50Z,203.0.113.20,203.0.113.85,58922,8333,244ceb73f89a24e1314d39bb0a2c1bc8eddb3d33bf1a3856ef34cc68dab46f1f,1SJtXRTRrPQBvoSKsVw8KYZiSSLmCfknRF;1VgVmmF2KAEpCJzqeegNH8PRgoDdJBdNny,bc1gm67mkcgsz20d4m0nzdy6hm5w83ucgmzk84dzuw;32TahL3Fc3wr7CkviLMwXBK9swF4RLSjrm;bc18jf3esg649h5fxkqnausv7jhacva6eh75evwxx0;35JmMvjqjh3oQJRPFPYdgKzabg4n94udTC,15.52444342;25.07638824,4.19425335;10.45922973;16.97366601;8.84733713,0.12634545,P2WSH,CA,AS65370
2024-09-07T05:21:08Z,203.0.113.101,203.0.113.217,7212,8333,1082cbbb4c04715501a7ead4406d68c43df7497b3f2d3dc383ae45eec7a881e7,36mzpBpRFBjr7Tix214WY4wgUVzVfn3JCS;3MXT388kcqyh2kawzXeLG7JZwxhjmHKs3t;3GkNeeHqwVapYaBjNy5wxBCzaYyR8QUdfC;1Z9UszaWdroT4qo6kE2cPibF9Q8TjbS2t3;bc1xx2z4hqa7vg6tpsnac3s52ppee20xtj6ehtkap9,bc19pevxggdt65gfs9pq7s03mf9kswn5w5n96hf8xy;1xBpzWbg6TCCKajpRQ6eiqQFHzGG4pERuS,40.99964490;42.29866695;37.32689812;13.45877950;45.42133879,101.92231056;77.26162055,0.32139715,P2WSH,IL,AS65312
2024-09-07T23:33:44Z,192.0.2.185,198.51.100.197,15156,8333,e7a0c09568ee5f4624255cdaec0cd6228247a4622012b8ea4579622498264962,1RHAxEHKww3Yr42fu9ABSLt1RVGPLRW8r7;3UAG8KgdrPvt2LLRjzpy1EjSzAAdu9RA3o;3W1RX7rLhzNZaqSWdHiMQcy27RYM3pgZK3,1MsWCe8fVVzBmetw1VxYitwaRAyvFdUwiw;1DXgjrN3XLPtDSqThAusn4xe9jrAJ2Kyja;3gzEB2JkN5t8fYov53C7GSKbA71hUBU56e;12xL7JGa2czgNzh5gRMJAjf2Vas5ZFKn2R,7.90522619;8.97085118;33.98628922,16.08757441;8.90800641;11.11919943;14.70468415,0.04290219,P2SH,TR,AS65061
2024-09-26T03:24:26Z,203.0.113.99,192.0.2.50,50298,8333,affa0603235aed3ced3e387dcc7d91afaadbac502484b87a4c7caf5cf183834b,3yrXKn9KHwEzD4cHbLtHPRrbPB1QTrm9Sb;1PqUuUrTittVx2Bs3pAmeAruTWMJXorReQ;1hpNxL8qGcVFPAfPdAwcqKB2PyT9DzgttH;3mAz34ecRHoRp68N7bSvGTw44ya81MMzi6;bc19m2zm83rwa9hrvqqjqkrfg3asty4skp5ghe587y,bc1k8rdrpkeqv6q45z6lqk7myh892scntud08y6z0e;bc14kfpt5nk8ue845yrpty4hy8d8t578pp405tag9e;3m6ivW2F3LvsGRc9G3rQdZmsJAWdoGUJB5;1CtHd5YV1d95wzt6mjE8rqNF9UpmjL3i4L;bc1dwv7t7jg6j9wmd90wzkzu0lvdpqqq0s8hqqfu9u,30.39174711;6.67122517;44.62012406;14.69095081;44.64965683,28.35901394;27.51593494;28.66242173;28.24852597;27.98012475,0.25768265,P2WSH,AE,AS65447
2024-09-05T06:09:47Z,192.0.2.176,198.51.100.67,14930,8333,9866ee65630fa5b1be953d53a890c375721d09de5764338aa9997c80a7e60aa0,bc1hjl975y4dpth9v4zfywfsrkcamq9dnnlfp2ss9f;31B59WPvQ5osE5PPc4VrDgqmGTPc8AQDh1,bc1y6et69s7sccfj6vwtd3cfgl36mck8e38awxtn5k;1ihoKcTCaH2nMhSPXKjef2s9HPXH7mSQ2a;3uWgpvc8BJkr9EdvX27uMnNwWfP5VJgMBY;bc19jtrfjqk0fhg3vcgnqgx7yrcsfgntcn2369hspp;bc1gzlry50fr0vkcsnxkr2fd7yjhkh30fjpvl0x4pg,8.19729453;25.59910154,9.23790241;8.21037987;3.76731063;7.62041960;4.86250049,0.09788307,P2TR,TR,AS65013
2024-09-07T15:18:45Z,203.0.113.156,203.0.113.199,35409,8333,4276965b0b39fbd729f9a551e4a7750237d6ef8bb7724f2e2f51449c1bb1169d,17q9mpSeCQuvLiDz7rh4RG3K7xRtzoffuN;1UZmatjk7TW2LAejY1wvagtJA7GxENr6gD;3NmcA6pe3CMmKUrZ6jRhmVGhmby4u7y3mg;bc1zkfrt3wdjkx0dfsvnt7ge5p6jfljhe8ay7m5e9p;bc1dw654j2k76nnjmuexrdj48acm6gkse2r42nsj39,15ziazksdeQrRTEYfcfbnTVKXLiG4EC2vs;bc1ma07djzznjm62pwg6mlmpqs8twr3pt4rnteka5n;1PoTEJhteev4Z5JLEAyg6n8AjpNHfh3nkZ,46.28064450;29.74037811;21.78265520;20.80864323;27.42592491,32.82617697;62.12963713;50.89334724,0.18908461,P2WPKH,KR,AS65255
2024-09-27T14:47:33Z,198.51.100.209,192.0.2.109,41982,8333,6c253bafe6d1e163bce9c05fccf3607a2a30927f3c3c46df57ed15114ec49d33,bc1lsw8wz5g5v8fsm5703c2jgn7f67ku5cgvvrudt7;1rVT1jJcY8uzs6nkXQhayWjTSK135dmmDk,3tSA66tBuntesrkZMnrJahfQjvXuA9CuiC;1qdbaM1Gbm8NkVKzEZMqH55ciqnEHmREdP,49.31799338;22.85213671,37.05800562;34.99641417,0.1157103,P2SH,SA,AS65208
2024-09-12T05:44:24Z,203.0.113.114,203.0.113.108,22898,8333,007827cf897753c73506b6cf698e820d529cfdc0a8b11e21a4b0269730eab236,1agopEr8WGi9g8hDsxaPNhbNoFCRF9f2CH,13m65XhioeFdVio7TrwMrTSxBoakrwbsVg;bc1h6xctmz23cyzcg62f6ssgmxtdg9kl2ez75pp4dn;3QgrcbPDLSfs4osZSQwwBRFjNiyb6bYFCz,33.15530772,21.10050009;5.64837453;6.33673486,0.06969824,P2WSH,NL,AS65272
2024-09-19T23:02:56Z,198.51.100.157,203.0.113.147,1672,8333,bcb13a36eff5d1d8a1c38d1f46393931d6c9848932ccc3b9930a9134a03975cc,3QEEoaHW76zUukoKoJECRU8bHzggFa8Cv7,19AcZ2WWcu9BkpimrC5NjRqMBWrT8N59F3;1WnWtMQSteqjnCZKQpM8iyRu3ccfXg2jgE,28.53588073,4.87134070;23.52466185,0.13987818,P2WSH,RU,AS64786
2024-09-29T17:43:44Z,192.0.2.44,203.0.113.113,1421,6667,2499199e1fde6e8831297bbbf81c1d046d05811d9672582d13fbc0d1322a8847,bc1a7k0mc3n383ana73k7cutgyp8yl0rea4qgnf7n4;11N4UnczBoPYiDWtdDo8ad6kNfdCc1YBBb,bc1yxd7hxhv625qpw9gepd9ef3djkxyewjg4jqk3lx;bc1dquqdt8lzqzjc2cws7jgsazuvf79d7h4gt93ay3;3mMed34xqBRrA5rWKJ4x1HXF6o5MiNrS4H;bc1fptazet4n44e49v4xwny64aqjpe9h9kewffwg77;bc1zyy6dxsuntn3ed5kkr50hzmq2l962k6gn5zncmr;1HdSMTaavEfn1tawJMFi9QiDKYpQz3L3yQ;1Tw5mmuK5oXMNEYt8NyeDQk66PpHaxcoRG;3gdEuCzASQ1NT6AHRSM2PM6QKtwkr9FUo1;3tWT7PCcbc8KcpgFv2QvmRqrUVjZriboW1;3r9ioEkwygTh8Q51Cs1epUGwuYuz8hWEKx;bc1d8v79anyw9pggl4mfrl07tctd7pwt832kcjwest;3PwU8czmauHhBjpQVh6gmDr8tjUPtTSFpk;3horMCj2bLE4rmxewgccAiUU26kVeuWNwT;3yyuaCmUMUXzKNwgGSoyGiGP9cA3ewfqpb;bc1tnjqcjrydfd6htj8kq0plygju3hsyr5xwgxchw4;bc1gp2zv3r5te443ckcpgsrctdkyr7j59cpy8llrsj;bc19n8f09fzzqsy2q80snqtk36alh5pkyrrxgmelfr;1v8NmQz26YnntgCDzQjKZz9dsCVuPABqrc;3syiDjsoQy6oCwY34A8MPpYWcudHywzVaA;bc1st3twds3c3nxt0tprnlu5j2xzanl7m9j86amqyh;38XHMZ9hvMZJkbhb7X5Ti9FvoULwpy6kog;bc14w70q270dmzxdgctm34hjrzh67rkdp7k0jg6fl6;3KBCZeZ2dbhXnFFm4TgiHypFBgWx1MPyk3;bc103ftkhhasjvgpspyrkhnqcv9ty78k7kp29qy488;1H7kkrGt3m5EXBq4mrRfb4CWjYC7nZ2H7a;bc1esn0cfy72xgt7pa9twnvdwz8mrgg24p46ckd2ne;1934Gn7dibBpmmXcdYX8yFKi5QpaLN9TxD;bc1u7kmhxm072rgwanpfnctsfzqkl3ve542tc2kr05;bc1p4uyykues2eq5ux7e92vnlepj7c967waqktw5cs;3GAY3Tn1AB1qXtm4CHq7Ynm7qwaT9ehZy4;1rm3V1KsQ3fDu1xyMoGYeE99oZEcxyUEM8;3DHcxoeZwZp3ZWMSkLrjdG3eRoFYJVGzRs;1SMVRcwM3nmHMgZiVofXL5v1ugnSXvGX7b;1aYumnWSrkZVXDR9xWmViRscX24tha3wSr;31UbJR44akQqqYiebGKQL7eWkpsytbLcoh;14MeHJjK3kAKiNpYQeZdJxu6vpiu6QxkGr;1aNpCjcwXPCahCAtaaiBxjfRhL5CSfQoPY;32Sjn6XehqbMyXj1UvzvYZ4vD5BpqgsyLB;1Aw9bkFka8tLam9RhfavrLMnXjKjMbkpbw;bc10mhahyxfkl7dkcjhx55fry903fqdpel83j2s6zw,144.84754845;77.62897990,8.89992431;7.88527821;5.25400017;1.68574920;5.90180601;7.52704015;8.02717283;3.81981940;6.43666336;5.56891508;7.12641822;6.68508600;5.20611802;6.25896281;3.95699902;2.62215537;4.44516029;5.27077686;4.13354922;8.13247377;1.85894063;6.09711205;8.96268928;7.31721803;3.97231707;8.78838310;1.88148295;6.55300880;2.16776476;1.38174065;8.58270699;4.86560197;9.21462312;3.04244012;6.97484938;2.54847363;1.82059289;7.90230966;5.42853206;6.15048926,2.12118365,P2WSH,IE,AS64693
