timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn
2024-09-09T19:47:17Z,192.0.2.68,203.0.113.162,22535,52509,43f2ea9d63247ab15204f41bebdcae7cd5b0eeaf7727e03af219f4b05e8397b8,3stBcbe5SW9bWtUfQtjAVbJPR2oBGyPzop;32zYGKHk8PmWrX432v2nYHw3L5e8iR8m9k;bc1kul4tkj4875n2vyge50za92qxkew4nyt7zxshq6;1Je1W8rEFsn4NS54786U9UCb8E9E7skrhy,bc1hx8era28nk3997ft6pgx7cng6e70lwxdydn6ujr,33.95039218;22.68638432;38.23897344;7.83134855,102.4929146,0.21418393,P2PKH,IL,AS65170
2024-09-01T06:34:39Z,192.0.2.5,203.0.113.62,26128,8333,879583a14330302753de30411a30f50ca791c98126d40e8e369f5ca5331bec39,bc1kxc0vss7033yz64jm50m28u48pq3xa96t8295he;bc19f3htvulx323rw0astqr2jqj0hwykwn8jkg689c;bc19q2zasjttag3gaefklk7vcxv2p66qvxflz3nxyq,bc12dl5fv6yxfhj770qdxytv9mdys24n6ja227kuxy;37PteCX78j3vkjgQnjRh79mtaSfEjNLhqZ,33.71238071;6.49065647;17.54615910,40.67315250;16.88402548,0.1920183,P2PKH,NL,AS64960
2024-09-23T06:27:10Z,192.0.2.68,198.51.100.120,49884,8333,19620dc1e0efae092f5662b5668b1346244948776f9eece815827db43cce0c0a,3WGJiYJLt5VNMkSPUwcrFwmKjR9HxPYh4H;1e8NZAtDMh2tfx3FbVYk27n5H8UW2wCJxJ;1LT2dHZMb8cBAvTeLfgSK4zHrrHSLFonA5;1J56darVhUzZcThWseye7BmXUqPcwWvCkg;bc1rq4sl8rvj6lnkcdsgejd3q2y7ax8evgtzxqp687,1NJgLeRDsabs5efEA6M1wgSTLvwmNaXeBs;bc1fjypkzqslydwy429apy05qphpv3t455v0lepm7q,47.04190253;15.61869154;40.99606218;23.06521611;43.97432699,97.74353899;72.74537055,0.2072898,P2PKH,US,AS64911
2024-09-25T02:00:22Z,198.51.100.63,203.0.113.111,57031,8333,3808b5db30295f2ac7858fd61c9789c5a48f1b49b3d30405f175ad075a8dafe8,bc1zuvz5suptajfc03hazt03szaah0lk87neum8499;1PxpM6vTuJoK3HxPrKUtXXrPaiP59aGX2c;1Qp5RV679k3bsCRZcsbV2RgY9VPUWUZMcf,bc1c8xxmn7lyu8v3zcjsl0ypnavhr6r9ahx9aqhd08;3e5MrCpQ7wwF3ukTvXcq23FpWrrAtrDqHf;bc1a5wey9kqyau0mxydjq3nr4jqry2undhwzhp3ef7;1XQxC9VnaVfFiqHg9FzdthrYMq3dzE1q2t;bc1pvy9xjr658mx7e9d9fyusqfym445anz8ftn37u9,19.27856770;18.82028646;26.04376414,6.42312675;10.49446804;24.83312051;3.34172035;18.78847011,0.26171255,P2TR,ZA,AS65466
2024-09-03T00:09:12Z,203.0.113.64,198.51.100.248,28243,8333,f5f2c14a3c5fd84f0b80eef1c802fed042c6df75bb3db34773aeb086a98312f4,3YCJu8iTFvf6pwyx7gUS1oUG6CKdWoDdmB;bc1rkhuxm3uzc5m729z3fxh0ajalfy77sjr77vl22e;16sVUgHRA7S6DKe8yUhfddhfsbudNjgYRb,bc1dvvaulsnn4wzcw9hj5sxm0samgjlnrt6k3van6n;1dhUsLdKN4YqupxvHmpXSTxD8noviaNGs9;bc1jqhh4dyvzs2f69mf84vfjd0mnw5y9yrpngqrhdw;1Qp5RV679k3bsCRZcsbV2RgY9VPUWUZMcf;bc1fan5tf27xvp2gxfmpjx0dt8nqlzxcn4r9cw5eh4,8.20562396;31.31930079;25.37232393,7.76378537;12.47310010;16.33014728;10.09237429;17.95051928,0.28732236,P2WSH,CH,AS64924
2024-09-16T08:45:36Z,192.0.2.191,203.0.113.162,20950,8333,edb4dfb3472e35b5b9d5b2e78a16d6d2cbd5732d6f80aa076641cc254069f58c,bc1jqnpzk4czh4tenna2w73dr7vvwj5w8v70exyyyf;1hZDLhzFx71LeHbZqRerE3NqDDPCgvh5gZ;bc1g65aszh5z8lvw3rkmhcx5te6d70gkmk874ykqjp;1FFqsoLfUEnBE9gYv9pymNMgdcSM29cK4H,1XMiVvjhdwcY6TMz6KBuHyvY1mMCQ8iufs;bc109hryf7s4syquphu4hptnkp2uge5543uvg3hkmf;14otwZdGrR1yYNruus3VpaJkebv5MKVhm1;1wA1GrDDoXQLJQ5ZYxWgwzUKnfVk6jtF2p;1hxzefyxc74ws8ZkFzBBFhW2QegWJEg9wi,48.83581957;22.09745067;0.93245409;26.30213879,15.33777957;8.42327832;28.06480517;28.27864532;17.63178252,0.43157222,P2WPKH,ES,AS65135
2024-09-20T21:14:19Z,203.0.113.253,203.0.113.251,45427,8333,58e321ed964d88d582d12bbb8a6d79aae70b300ffdd29c7779d5fe58da98295d,12B5AUQhpx3biWdCb6BLWPJh3evv2TKNpq;1QnVYcT45jNinXFwSzajXQ9LaKqfs1W5JE;bc1u8z2dc3y4j2gk6rpcrumh6y9fcwpwxl7jydg7wk;36VBAgGLJCz8VEk66AzmMeS6QBetmrb18j,16REToDkgdyYDGG9Nq2KNCcncCkDqhuX4m;3FPs57mn8GtqAx3SpZ6oN9LuwPGe1fp8CW,47.79299689;8.02806743;22.71090171;8.90570832,58.16678226;29.07783186,0.19306023,P2PKH,AT,AS64852
2024-09-28T07:39:37Z,192.0.2.75,192.0.2.75,60768,8333,e101188515af5ebfab82c1f502ad7f8b6cdf3d84376c333f107519e8fd3913de,3cZuvTGCLam1iyg27rrVzq8u3xGpEAsQAj;1Hm6eLKSewzVpREEyUsdnBXRSTutBUfVfK;1zUBHAJ4P4EeBQkcFNiobpuz7wzdJogYZ3;1mkiX5hfhs7wm3u7x8Kgg2ALtgkFGh8TKJ;3QFK8Qdz2UbN1gEAuWJFTNyQMcxd1BYSef,bc149jey7g5yadc753pn6fenwk7xdegsec90jnjkg6;1z7cF1XDCpZvuD2WyW8MJxxc3LW9bBzuCs;bc14wzcqrfshfa6za43gq0w2avdkt4hmwa2m4rr7uz;bc1720gr29kcn5xkts4y7uxv092zqlsgf049l5eddn;bc1d2zyszw2pw92z2gf5ucwqel8q3fglgfdg2ja2q2,7.09083824;36.36480824;2.33530626;41.17396403;39.92987341,35.86661744;9.04303477;20.60228543;29.07067986;32.21924056,0.09293212,P2WSH,AE,AS65419
2024-09-14T07:46:42Z,192.0.2.191,203.0.113.19,28960,9050,8465514ba25c4af989218219b2997968c33b5fda53b2ec35f03d958b696a40ef,bc1c70h3lsrgdc6c45r9v0wd5wa7myqrgrasyvxw6u;bc1esur8rhctpnjzq223s8hxmkkppctjee8dnxhx6t;13h8sMGPB7dGhMQ4xUH6qzTpan3qiQNEK1;bc1qy5wfen2dprx95vmw5jaqz7dhm2a30yzpfkddev;1i3irKjPPaqQsaQGJpW8X3TsF5edPLQR5M;3enMMcztbzHAEUkNWZJVsKAN1W7izUCVuf;3DFLj91QNHj9tT8sh4vFuihXN9fH9NnRyb;bc1c8xxmn7lyu8v3zcjsl0ypnavhr6r9ahx9aqhd08;11BZwS9dbCYru2JcwKgkxN9evmGvdLFunJ;1RDCwxjfMwmzy4xait4wDzpx8qJc8neRnm;3ThPJP3rbaiCkvyERm2Udx4K6AHbb8J5Yn;1s46YCXVz1NkDkxVSgLk2pLJYCGhzwTkrz;bc12h59xsng5r356677m3dzwjn35f6hyfrrz9fhp5y;1mkiX5hfhs7wm3u7x8Kgg2ALtgkFGh8TKJ;1fouUd3tx3kk1mTjepuj8v54KFpXrekjx2;3H8mGTAud82gf8u6mSfdmcWMHwaBwCNxRE;19UiJZbXDwPa9NCsDfhpAp22Pcg8GPwd6q;bc1at9690qs6g9hflg8h26t6pa2mm5nt02n0k7qllw;bc1dmep8h86z0567mvk9r26gf2d2pg02jj5r6alakd;3QBxaPLPdDgTzsUJgjJfWwxZm3GbintPny;3pSN1A8fwFFCNw45XD6DCC3C2nzRC4PVwR;3vYgxf6wXG3mRBXvHt9tkqECBB3GktioT9;1GoMDyPwdHnRJoM7zhCLXL3XZVM5PF8qw9;bc1ynt3wjdu550kqmz4t3usuu0yet85vghq5sc9je6;36nP84e8uFhQB4WDMNvSifuo8EXbfkKLnz;1pR8RuBAwPRQKX9V3yKLitRaV3z1qLeikX;37gkRm659RTcANXJM6QuprKrj7J3pBEcq5;3mNuCSqdEkbojLiSu2hKD9PCXxT23uuGeR;1h8MdhJurFcrsE7gtxh73XZqwqkQNdL15w;3Bfy32oev5X3kthcjTJy5ktQnQgTutLfHG;3X1xwci9C2Qo4mM6xvdU1fjGKi8arZk2nJ;1gyCwubwsV6hFTYuPc9r474ugJ7duzjCFB;bc1wd2d0sqa9fj0jpu8jkh7s40tqed9zwds4q5h7nc;1CG5Uz2uhJ4QvfUbsJ76UDsEbV3VjaFFfo;1UhDEJCBgvpi4AjiHwBw2wcu8M6RRQNdBi;bc1sv05mzqnwqynn2g4f3kfr9x8e0huf2qecjcfkl4;38HYbo3v4pHCCuZhzaGxfKvj5z8ssaURBE;3kvfa8D5w9j3rMwxuxXmczVMwNEAWJeTuz;3biAJqz3DuEgaWYK3SyeovBUbk6wQxHkji;33DRoZWVar1sLD2BPw56WU5hdmY87m35Nc;1TjNy11EWK3Br4ygkJaA13yrs3qaQqvqxs;bc1a05f0wyu9drznsqg6ulr26v5x5tdrf3w9gl79cy;bc12erxunx9evdv6x5flw3ku2yx5vrn3kqf3j82dxl;1WbCsfb324bkeVRjRUd3fVkwxoaKBm9cjf,1m9viUL4pLTvYbhHzKH8cjVq9PgrujNo5x;bc1a7zc749r5azh3kp8pp24ek2drnkkn03jgyu7kz9,224.69142463;221.38588676;203.59308226;14.61446139;137.88565782;180.43223338;48.59897122;200.53865111;130.11855591;40.78951781;62.73140540;176.03334616;118.78701601;210.98896118;147.64333891;228.68995641;126.18455219;173.93107712;103.30246385;72.56496521;233.50394186;156.92597313;12.98307143;230.97329589;145.74133739;85.63929381;52.27168411;114.03989859;195.40311360;205.37762760;123.35924106;71.10396130;140.47324066;162.54055770;14.02700808;206.63807377;163.72190680;215.74103181;143.28571515;226.99985467;203.78240884;91.18507750;240.95867080;14.15504322,3245.68274305;3003.21936757,25.43444288,P2WSH,CA,AS65238
2024-09-12T14:33:39Z,203.0.113.11,198.51.100.122,31064,8333,d2d42e2bf9029f00705a8934c566e91999432ae6ac27314f3f6677f6b3be6efe,3yvtLuAP6YNHbyHgnyUBhJwbqRDmUtSkrT;1Dw13372gmsgz25MkLGPzFGyRUWFjDnfvu;bc1j662a4mf0gxtnujf3at77jfhvxw39gdrlwy9zp5;bc1c0tn24lm9k8a6m8khv0jg629lut46zr2p8gm54g;1L84zFGz41pRW1VXYdw7GWMwaiYpcFmAMX,382W1SyWXaXf1Q8PEi7zeU9PLzJwNAdBkZ;15xSYsL9y9SPifCEy4bH6epjkt27Q5hDoD,19.58067350;31.38201885;26.95040911;34.18866514;27.46873380,79.28087800;60.04380023,0.24582217,P2WPKH,BR,AS64954
2024-09-15T00:43:23Z,198.51.100.10,198.51.100.56,32725,8333,4d3bdf2cd2e4c4e4ba26b32f78232b9e57718f9c4c7ba6f395033eb7b7d40745,1StbByPQF3XsnNszhRDuzGSn6wyg2pQUrt;36nsmcafDfn1vbHDSoLyb9Eoj2vn2eahJ7;bc14crl502q3gd4prnre99c88fy7gd9zp6sslj3wmm;bc13e5cjs46jpv0fekd5r22u3allye29c2le7jqsnu;bc17ehnhdfwnax2zrrfwnayf24hzf6ah3xvvplnn45,1h2Ttwnz5iJHBE8dyVUPT25XLPCAMXcnvg;3P7E7PFTzkbM1anWZ1Bfr8iAQECz2dp8Lm,34.86511199;13.95063317;23.49902116;41.00034386;34.88484197,72.18924909;75.55318965,0.45751342,P2SH,ES,AS64940
2024-09-08T23:14:19Z,198.51.100.239,203.0.113.169,43180,8333,8f051cb37461eb668617433574681055c78402d7879ef6c9a1d8a31987bfe07a,bc1gkzqylh3my8l99lmcwgg9fle8mdeujzmg4hg3c9,bc1wtdg4mcp079whpawkcq4swrlshdl2r82drx35d5;3su54LbCe5NSGsAu6CrZHoFNChfMZpJi6p;bc17f77qhvluv8trawc2h0d993slczspq7yuw8mzas;bc195lh8k5h32przh9vfuq2ldc3r48qr0agtp0rsq2;1LUmULvfSnZfTTzZeXeWhNiLv5A2Z3jh9W,18.00656798,6.00848710;2.20252146;3.62144611;3.38121939;2.77477155,0.01812237,P2WPKH,JP,AS64848
2024-09-08T15:04:24Z,192.0.2.247,198.51.100.40,25928,8333,1dacd4d833f1f11b5962fa47933d04b7595eff2d1227afbc5ef8ed13e0386d1e,3mhp93xwMQtr7tujFnU1dktrR3YKqKUKxi,bc1pm4zcn6d7gdt0yct6stayq69rl8m5ucs4mht0hp;bc1hsy5f5pl5ha4rlsau8lr7kcsf3zphdxr6u8sn0w;39fd7BzDvAs8gsWJ5PogQYDm9phovLHhWi,4.11542767,0.53718343;2.02754908;1.54840277,0.00229239,P2SH,SE,AS64566
2024-09-29T09:20:18Z,203.0.113.146,192.0.2.149,29574,8333,5c34e7d50ffe9546f7ec21d5dd17e5f08837363f08b3cfb3a76069aee005d796,bc1wgnqt36uzre22mdu5jaygaa55ecnhx9nyltwwsd;3zhBx3Fjh57uWLG5iZ1jzE8r4RRYheF4yc;1pQFSSk4DR2i622mhJYcDSa289qhHX9e18;3m7SQDmTVQJjfvP5YjPUc7CVYd82J89yb2;3q37tjykKb3M4JmTYrXupqVDMHU7G5KbfM,bc1zc265rfhecdawyey4yetpxr65n9txepruax0e2f;3xPi8HJxy3isnwCaD9GvZ67E4JvGdyKZM3;bc1p4fvqtvpg3g4wfx9k2ktq3fx0kgrnl8l999lvpf;3gWL1G889jx88FiVwgFFK6emD2vxaBrYvK,13.09056379;13.23434500;1.88976485;18.57373072;19.66458984,18.49650917;8.41932652;27.36918581;12.02381383,0.14415887,P2TR,KR,AS65241
2024-09-15T12:42:39Z,203.0.113.212,192.0.2.232,50679,38560,a960906539a2aeef9249c96dd09ea1f7f047fa7d262e1f88b45d1251c26a1190,bc14p7ya7pqzd5hxuyu2ekv2cmyrcsl2z6jjtty0wv;bc1az9fmn90cautu2glw3ep06lfhkp0r5snds25cfu;3UFKYpHVDFXn7vAtTQbufaiebekwSfPJkV;bc1mdu07u6frc4nwjcyn4r2ge0xk25slzf23asvnca;bc1zuvz5suptajfc03hazt03szaah0lk87neum8499,bc134etagfnht3zlg8pw5c2yn2ervw9ndrrfmyhufj;1ZM2muWgMHQHZ5vHTfXLvqqXsgk6uNARFD;bc122jr7zx6thjuu3w3tezgajpwhxjkaackjre30tq;bc1l3ggmk747f0a76fsec9funlgu6fhc58xv6k6267,13.23626432;35.00162068;27.25422867;22.04828650;0.58392411,6.68513415;34.97212236;11.69094437;44.44923662,0.32688678,P2WSH,TR,AS65483
2024-09-14T20:35:39Z,192.0.2.139,198.51.100.193,41164,8333,a74f03f860c5d1eb91a4dcc3d724a5f98e9239238b12479028e3147cd9de14ef,bc1dl3jnrpw7skjncgg72zmdwk4c6m4mqhxffxajjl,3gVSzj8DPX7mx29aALyaS5gsyfP4qmnHvW;342JifSQd1Tz4VH4nXTgWTfrwvEZMA4rjp;32kt6cHZbtEZhoZ7LVQCLWdKDLGvh98GMC;bc1danknvtvrr6ucjxpyxgj2danfyapmcd52826uzx;bc1hg3u4wqmrvv777yy8yva7rpr650gljmqphtdecd,0.3541146,0.06653308;0.09280113;0.06212616;0.03780037;0.09339045,0.00146341,P2WPKH,BR,AS65250
2024-09-08T18:47:29Z,198.51.100.63,192.0.2.98,19126,8333,5e040a6e19c17fbc2898a831f56a42ac5f7db82d1446bb8d54297fa293c4c4cf,1QxCjXd75ANnyhaSxbyX1Sm2xvMrRN4SY2;3BFLWwzTquZxjMqbsFN3wZHhsYQSYMNe7g;bc1q5d452dtzl8wz8ad6wqmzpjc848qfmevajx9zx4;18ssgbdoSXWLmCvMMrMYvADePVs1txyotG,3FM79kQ7nRVtBdxJWKRWxZXrjyVuxYH5o5;3tkPCSiG2CvJwuoAYjVDqmymcd6ivbRFv3;16UkrjnfUaQ2QWX6YXthYMmoXkL3fLBBH7;bc134fhu2kpu5ewsdhehhagwectrlmluw6hjv2fxa5;1LqCD1S5KGZFwCAndnXCBUU47HRJgytAZ7,0.68291299;21.94439582;32.27869129;45.53018663,21.91222969;17.47354185;5.95630111;38.70180047;16.06819093,0.32412267,P2PKH,FI,AS64697
